Year,CO2
2015-01-01,14.976164310770274
2016-01-01,14.791402001470555
2017-01-01,13.853308730806228
2018-01-01,13.58749798056817
2019-01-01,13.804055442150593
2020-01-01,13.701169923273957
2021-01-01,13.266195830378434
2022-01-01,12.820283667508258
2023-01-01,12.722136884329894
2024-01-01,12.787331464242149
